,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
4950,628,Germany,Female,45,6,53667.44,1,1,0,115022.94,0,0,5,PLATINUM,588
7784,741,France,Female,64,2,69311.16,1,1,1,59237.72,0,0,1,GOLD,384
9571,739,Spain,Female,41,8,0.0,1,1,0,191694.77,1,1,1,PLATINUM,618
4348,635,Germany,Female,44,2,79064.85,2,0,1,113291.75,0,0,1,PLATINUM,855
3031,678,France,Female,22,4,174852.89,1,1,1,28149.06,0,0,3,PLATINUM,333
1577,687,Spain,Female,21,8,0.0,2,1,1,154767.34,0,0,5,PLATINUM,449
4064,626,Germany,Male,39,10,132287.92,3,1,1,51467.92,1,1,5,PLATINUM,880
6668,606,France,Male,34,5,0.0,1,1,0,161971.42,0,0,1,SILVER,891
1775,549,France,Female,38,8,107283.4,1,0,0,157442.75,0,0,4,SILVER,555
7829,572,France,Female,36,8,68348.18,2,0,1,50400.32,0,0,1,SILVER,984
1571,594,France,Male,23,5,156267.59,1,1,0,160968.44,0,0,2,GOLD,871
5807,679,France,Female,33,9,112528.65,2,1,0,177362.45,0,0,2,SILVER,362
6679,470,Spain,Male,30,4,125385.01,1,1,0,68293.93,0,0,1,GOLD,536
2234,720,France,Female,38,10,0.0,2,1,1,56229.72,1,1,2,GOLD,966
7661,612,Germany,Male,44,2,115163.38,1,1,1,97677.52,1,1,1,DIAMOND,244
483,486,Germany,Male,37,9,115217.99,2,1,0,144995.33,0,0,1,GOLD,882
6067,563,France,Female,34,6,0.0,2,0,0,36536.93,0,0,1,GOLD,256
6867,656,Spain,Female,32,1,104254.27,1,1,1,17034.37,0,0,3,PLATINUM,715
2060,737,Spain,Male,38,6,146282.79,2,1,0,198516.2,0,0,5,PLATINUM,703
817,580,Germany,Female,42,2,123331.36,1,0,0,103516.08,1,1,3,DIAMOND,362
4372,628,France,Male,31,0,88421.81,1,0,0,72350.47,0,0,2,SILVER,800
4073,581,Spain,Male,30,0,53291.86,1,0,0,196582.28,0,0,1,PLATINUM,314
1339,682,Spain,Male,46,7,128029.72,1,1,1,62615.35,0,0,3,GOLD,586
3432,790,France,Male,26,5,0.0,1,1,0,20510.79,0,0,2,SILVER,426
8378,614,Germany,Female,37,6,96340.81,2,1,1,139377.24,1,1,2,DIAMOND,662
6728,804,Germany,Female,33,10,138335.96,1,1,1,80483.76,0,0,4,SILVER,442
6386,621,Spain,Female,40,7,0.0,2,0,1,131283.6,1,1,4,PLATINUM,499
4228,740,France,Female,37,9,0.0,2,1,1,73225.31,0,0,3,PLATINUM,658
8891,534,Spain,Male,34,5,170600.78,1,0,1,5240.53,0,0,5,PLATINUM,703
6531,518,France,Female,45,8,0.0,2,1,1,36193.07,0,0,1,SILVER,916
7765,683,Germany,Female,49,7,108797.63,2,0,0,140763.18,0,0,3,SILVER,820
8129,847,Spain,Male,31,5,0.0,2,1,1,76326.67,0,0,4,SILVER,791
5755,717,France,Male,50,9,90305.76,1,1,1,124626.57,0,0,3,GOLD,404
1959,707,France,Male,33,8,136678.52,1,1,0,54290.62,0,0,4,SILVER,842
6234,540,France,Male,37,6,0.0,2,1,0,141998.89,0,0,1,GOLD,417
8659,730,Spain,Male,25,5,167385.81,1,1,1,56307.51,0,0,5,PLATINUM,452
428,486,Germany,Female,40,9,71340.09,1,1,0,76192.21,0,0,4,PLATINUM,530
6545,433,Spain,Male,27,2,0.0,2,1,1,153698.65,0,0,2,DIAMOND,415
9214,629,France,Female,39,10,0.0,2,1,1,43174.49,1,1,3,DIAMOND,733
4529,664,France,Female,44,8,142989.69,1,1,1,115452.51,1,1,3,DIAMOND,750
5394,637,Spain,Female,44,0,157622.58,1,1,1,120454.2,0,0,1,PLATINUM,879
4383,645,France,Male,42,4,98298.18,1,1,1,676.06,0,0,4,DIAMOND,234
6269,652,Spain,Female,36,1,0.0,2,1,1,19302.78,0,0,3,GOLD,219
3934,581,Spain,Female,46,1,0.0,2,1,0,104272.04,0,0,5,PLATINUM,790
7044,678,France,Male,26,3,0.0,2,1,0,4989.33,0,0,4,SILVER,694
4920,515,France,Male,33,2,0.0,2,1,1,136028.97,0,0,4,PLATINUM,625
4136,651,France,Male,44,2,0.0,3,1,0,102530.35,1,1,2,GOLD,992
1357,591,France,Male,43,3,0.0,2,0,1,198926.36,0,0,3,PLATINUM,785
6898,575,Spain,Male,41,2,100062.39,1,0,0,126307.25,0,0,1,GOLD,599
5725,507,France,Female,33,1,113452.66,1,0,0,142911.99,0,0,1,SILVER,401
554,574,Germany,Male,33,3,129834.67,1,1,0,193131.42,0,0,5,SILVER,470
1815,510,France,Male,32,9,103324.78,1,1,1,46127.7,0,0,3,GOLD,244
4490,647,Spain,Female,64,1,91216.0,1,1,1,41800.18,0,0,1,DIAMOND,402
1242,696,Germany,Male,30,4,114027.7,1,1,1,193716.56,0,0,2,GOLD,597
7176,495,Germany,Male,39,8,120252.02,2,1,1,10160.23,0,0,1,GOLD,781
8809,593,Germany,Female,38,5,142658.04,2,0,1,135337.11,0,0,1,GOLD,698
3001,696,Spain,Female,43,4,0.0,2,1,1,66406.37,0,0,4,DIAMOND,678
2472,686,France,Male,38,6,149238.97,1,1,1,97825.23,0,0,1,SILVER,816
3634,681,France,Male,23,7,157761.56,1,0,0,147759.84,0,0,2,DIAMOND,874
1300,538,France,Male,37,1,134752.08,1,1,0,162511.55,0,0,2,SILVER,710
3004,596,Germany,Male,47,5,140187.1,2,1,1,174311.3,0,0,1,PLATINUM,281
7537,655,France,Female,38,6,0.0,1,1,1,188639.28,0,0,3,SILVER,333
7031,478,Spain,Male,48,0,83287.05,2,0,1,44147.95,1,1,2,GOLD,706
6964,576,France,Female,55,6,44582.07,3,0,1,67539.85,1,1,3,GOLD,619
1774,439,France,Male,28,7,110976.23,2,1,0,138526.96,0,0,4,PLATINUM,566
7001,681,Germany,Male,48,5,139714.4,2,0,0,73066.72,0,0,3,GOLD,541
8804,765,France,Male,41,2,0.0,2,0,1,191215.61,0,0,4,DIAMOND,547
6066,502,France,Male,45,0,0.0,1,0,0,84663.21,0,0,5,SILVER,553
2532,827,France,Female,60,2,0.0,2,0,1,60615.83,0,0,3,DIAMOND,750
2667,584,France,Male,35,3,146311.58,1,1,1,105443.47,0,0,1,GOLD,292
2819,730,France,Female,34,5,74197.38,2,1,0,96875.52,0,0,4,PLATINUM,402
3528,692,France,Male,28,5,61581.97,1,1,1,70179.91,0,0,3,SILVER,963
7263,649,France,Female,46,2,0.0,2,1,1,66602.7,0,0,3,SILVER,499
1383,571,France,Female,23,10,151097.28,1,0,1,17163.75,0,0,2,GOLD,841
2098,601,France,Female,43,2,0.0,1,1,0,49713.87,1,1,3,PLATINUM,732
2400,711,Germany,Male,34,4,133467.77,2,1,1,42976.64,0,0,5,DIAMOND,267
6730,631,Spain,Male,46,9,160736.63,1,0,1,93503.02,0,0,3,SILVER,576
9983,613,France,Male,40,4,0.0,1,0,0,151325.24,0,0,5,PLATINUM,828
9240,589,Spain,Female,46,10,0.0,2,0,1,168369.37,0,0,3,DIAMOND,821
7168,507,France,Male,33,7,0.0,2,1,1,85411.01,0,0,2,PLATINUM,675
2108,593,Germany,Male,74,5,161434.36,2,1,1,65532.17,0,0,5,PLATINUM,264
3120,590,Spain,Female,23,7,0.0,2,1,0,196789.9,0,0,1,SILVER,469
8513,674,Germany,Female,27,4,111568.01,1,0,1,22026.18,0,0,4,DIAMOND,666
2691,721,France,Female,37,1,0.0,2,1,0,70810.8,0,0,5,DIAMOND,420
1034,663,France,Male,46,3,0.0,2,0,1,176276.1,0,0,1,DIAMOND,275
2172,661,Germany,Male,35,2,117212.18,1,1,1,83052.03,0,0,3,DIAMOND,821
4812,672,France,Male,31,6,91125.75,1,1,0,177295.92,0,0,4,DIAMOND,597
2802,774,France,Male,53,4,113709.28,1,1,1,153887.93,1,1,3,PLATINUM,616
463,662,France,Female,32,4,133950.37,1,1,1,48725.68,1,1,1,DIAMOND,368
472,774,France,Male,26,2,93844.69,1,1,0,28415.36,0,0,1,DIAMOND,282
3430,625,France,Male,37,1,177069.24,2,1,1,96088.54,0,0,5,GOLD,446
6526,574,France,Female,34,7,152992.91,1,1,1,134691.2,0,0,5,DIAMOND,705
2782,646,France,Male,24,8,0.0,2,0,0,92612.88,0,0,3,GOLD,239
2242,621,Germany,Female,30,2,101014.08,2,1,1,165257.31,0,0,3,SILVER,730
7233,571,France,Male,38,1,121405.04,1,1,1,154844.22,0,0,4,GOLD,585
7704,786,Spain,Female,34,9,0.0,2,1,0,117034.32,0,0,4,SILVER,472
6884,639,France,Male,35,8,0.0,2,1,0,170483.9,0,0,3,DIAMOND,441
7305,687,France,Male,28,7,108116.66,1,1,1,27411.19,0,0,3,PLATINUM,387
3758,514,France,Male,38,4,112230.38,1,1,0,16717.11,1,1,1,GOLD,336
5096,669,France,Female,29,7,146011.4,1,0,0,50249.16,0,0,1,DIAMOND,381
5020,491,Germany,Female,68,1,95039.12,1,0,1,116471.14,1,1,5,SILVER,897
8503,559,France,Female,48,2,0.0,2,0,1,137961.41,0,0,3,GOLD,640
2502,527,France,Male,32,0,0.0,1,1,0,109523.88,0,0,3,SILVER,987
7395,721,Germany,Female,45,7,138523.2,1,0,0,59604.45,1,1,1,PLATINUM,314
4675,703,Germany,Female,38,9,99167.54,1,1,0,65720.92,0,0,4,GOLD,786
9810,712,Spain,Male,27,10,0.0,1,1,0,94544.88,0,0,3,GOLD,410
1362,555,Germany,Male,41,10,113270.2,2,1,1,185387.14,0,0,1,SILVER,398
7239,580,Germany,Male,45,8,103741.14,1,1,0,47428.73,1,1,4,GOLD,799
6601,591,Germany,Female,51,8,132508.3,1,1,1,161304.68,1,1,5,DIAMOND,752
1455,686,Germany,Male,35,2,109342.82,2,0,1,86043.27,0,0,5,PLATINUM,663
909,806,Spain,Male,25,7,0.0,2,1,0,18461.9,0,0,4,PLATINUM,767
2133,688,France,Female,32,6,123157.95,1,1,0,172531.23,0,0,3,GOLD,499
9859,678,Germany,Male,55,4,129646.91,1,1,1,184125.1,1,1,5,SILVER,482
6256,609,France,Male,37,1,39344.83,1,1,1,178291.89,1,1,5,SILVER,370
6390,574,Spain,Female,37,7,0.0,2,1,0,32262.28,0,0,2,DIAMOND,737
9769,656,France,Male,44,10,143571.52,1,0,0,127444.14,0,0,1,DIAMOND,614
6405,509,Spain,Male,41,7,126683.8,1,0,1,114775.53,0,0,3,PLATINUM,824
5304,531,Spain,Female,42,6,75302.85,2,0,0,57034.35,0,0,1,PLATINUM,505
8747,579,France,Female,29,10,73194.52,2,1,1,129209.09,0,0,1,PLATINUM,853
6818,698,France,Male,41,3,90605.29,1,1,1,14357.0,0,0,5,SILVER,444
726,580,France,Male,37,9,0.0,2,0,1,77108.66,0,0,1,DIAMOND,537
8905,557,France,Male,36,3,0.0,1,0,1,144078.02,0,0,4,SILVER,880
9158,540,Spain,Female,31,10,118158.74,1,1,1,158027.57,0,0,4,SILVER,645
3171,815,France,Female,56,3,0.0,3,1,1,94248.16,1,1,3,GOLD,688
8832,753,France,Male,35,4,0.0,2,1,1,106303.4,0,0,2,GOLD,759
7177,559,Germany,Female,28,3,152264.81,1,0,0,64242.31,0,0,1,DIAMOND,908
1110,713,France,Female,52,0,185891.54,1,1,1,46369.57,1,1,4,PLATINUM,544
8722,621,France,Male,35,7,87619.29,1,1,0,143.34,0,0,2,DIAMOND,270
7033,651,Spain,Male,45,4,0.0,2,0,0,193009.21,0,0,4,DIAMOND,344
7449,698,France,Female,37,2,166178.02,2,1,1,71972.95,0,0,5,PLATINUM,275
7226,777,Germany,Female,46,0,107362.8,1,1,0,487.3,0,0,1,SILVER,258
2564,667,France,Female,38,6,144432.04,1,1,1,73963.17,1,1,1,SILVER,403
8531,723,Spain,Male,30,1,0.0,3,1,0,164647.72,1,1,3,SILVER,421
3753,777,France,Male,23,6,0.0,2,1,1,163225.48,0,0,4,PLATINUM,605
8406,701,Spain,Male,26,5,83600.24,1,0,1,59195.05,0,0,2,DIAMOND,916
563,509,France,Female,46,1,0.0,1,1,0,71244.59,1,1,2,DIAMOND,264
7974,716,Germany,Male,50,2,119655.77,1,1,1,12944.17,1,1,4,PLATINUM,496
1385,716,France,Female,35,8,112808.18,1,0,1,17848.3,0,0,1,SILVER,565
5326,720,Spain,Female,59,6,0.0,2,1,1,160849.43,1,1,3,DIAMOND,521
8971,408,France,Male,40,3,0.0,2,0,0,124874.23,0,0,5,GOLD,602
6651,600,France,Male,46,10,95502.21,1,0,0,19842.18,0,0,2,DIAMOND,363
5958,540,France,Female,40,3,165298.12,1,0,1,199862.75,0,0,4,GOLD,656
7593,418,France,Male,28,7,98738.92,1,1,0,122190.22,0,0,3,GOLD,465
9558,623,Spain,Male,46,4,0.0,1,1,0,5549.11,1,1,3,DIAMOND,598
5336,530,France,Female,55,4,120905.03,1,0,1,123475.88,1,1,5,DIAMOND,746
8732,724,France,Female,29,6,0.0,2,0,1,64729.51,0,0,5,SILVER,957
9245,681,France,Female,41,0,120549.29,2,1,0,175722.31,0,0,5,SILVER,257
3697,745,Germany,Male,48,10,96048.55,1,1,0,74510.65,0,0,1,PLATINUM,701
618,546,Spain,Male,42,7,139070.51,1,1,1,86945.0,0,0,3,DIAMOND,451
185,514,France,Male,32,8,0.0,2,1,0,95857.18,0,0,4,PLATINUM,423
9936,609,France,Male,77,1,0.0,1,0,1,18708.76,0,0,4,PLATINUM,590
2518,758,France,Female,50,2,95813.76,3,1,1,67944.09,1,1,2,PLATINUM,525
9412,725,France,Male,26,6,98684.15,1,0,0,133720.57,0,0,1,SILVER,796
9776,747,France,Male,29,7,0.0,2,1,1,141706.43,0,0,1,DIAMOND,338
5608,518,France,Female,27,1,133801.49,1,1,1,143315.57,0,0,1,DIAMOND,938
1164,850,France,Female,36,0,164850.54,1,1,1,62722.44,0,0,1,PLATINUM,377
3906,597,France,Male,44,8,78128.13,2,0,1,109153.04,0,0,1,PLATINUM,220
3941,654,France,Male,32,9,121455.65,1,1,0,190068.53,1,1,2,GOLD,295
2632,638,Spain,Male,48,2,0.0,2,1,1,7919.08,0,0,1,DIAMOND,674
9225,594,Germany,Female,32,4,120074.97,2,1,1,162961.79,0,0,2,DIAMOND,728
8968,717,Germany,Female,33,0,115777.23,1,1,1,81508.1,0,0,1,DIAMOND,569
2003,632,France,Male,41,0,106134.46,1,0,1,105570.39,0,0,5,GOLD,885
2946,592,France,Male,42,1,147249.29,2,1,1,63023.02,0,0,2,GOLD,638
8572,752,Germany,Female,38,10,101648.5,2,1,0,172001.44,0,0,1,PLATINUM,296
2940,711,Spain,Female,28,5,0.0,2,1,1,93959.96,0,0,3,DIAMOND,979
8584,731,France,Male,19,6,0.0,2,1,1,151581.79,0,0,4,PLATINUM,457
3743,655,Germany,Female,32,6,130935.56,1,1,0,9241.83,1,1,4,PLATINUM,515
7301,767,Germany,Female,33,1,144753.21,1,1,1,132480.75,0,0,1,GOLD,541
3110,546,Germany,Female,74,8,114888.74,2,1,1,66732.63,1,1,1,PLATINUM,562
2504,619,Spain,Female,45,0,0.0,2,0,0,113645.4,0,0,4,SILVER,315
5789,689,Germany,Female,55,1,76296.81,1,1,0,42364.75,1,1,3,GOLD,908
12,476,France,Female,34,10,0.0,2,1,0,26260.98,0,0,3,SILVER,119
1075,743,Germany,Female,32,6,140348.56,2,1,1,163254.39,0,0,1,PLATINUM,707
1397,487,Germany,Female,46,4,135070.58,2,1,1,44244.49,1,1,2,PLATINUM,400
9088,736,Germany,Female,36,8,103914.17,1,1,1,110035.88,1,1,4,GOLD,666
5964,599,Spain,Male,35,6,137102.65,1,0,0,76870.81,0,0,1,SILVER,620
1730,850,France,Male,20,7,0.0,2,1,0,31288.77,0,0,1,DIAMOND,396
3420,680,France,Male,31,1,0.0,2,1,1,3148.2,0,0,2,GOLD,442
1032,830,Spain,Male,40,4,0.0,2,0,1,81622.52,0,0,5,DIAMOND,543
9074,608,France,Female,41,5,0.0,2,1,1,72462.25,0,0,5,GOLD,445
5652,691,France,Female,29,9,0.0,2,0,0,199635.93,0,0,4,GOLD,728
856,567,Germany,Female,49,5,134956.02,1,1,0,93953.84,1,1,1,GOLD,980
4343,549,Germany,Male,54,5,92877.33,1,1,0,2619.64,1,1,1,DIAMOND,447
2938,730,France,Male,27,5,0.0,2,1,1,116081.93,0,0,3,GOLD,480
4766,659,Spain,Female,38,9,0.0,2,1,1,35701.06,0,0,3,GOLD,609
6242,698,Germany,Male,52,8,96781.39,1,1,1,153373.71,0,0,1,GOLD,629
5765,520,France,Male,30,3,143396.54,2,1,1,898.51,0,0,1,DIAMOND,605
7093,606,Germany,Female,41,4,132670.53,1,1,0,156476.36,1,1,1,DIAMOND,785
5597,670,France,Female,42,6,112333.63,1,1,1,65706.86,0,0,4,PLATINUM,569
9725,625,France,Female,36,3,0.0,2,1,0,41295.1,1,1,2,PLATINUM,841
5330,616,France,Male,29,9,0.0,1,1,1,166984.44,0,0,2,PLATINUM,310
6859,733,France,Female,38,3,157658.36,1,0,0,19658.43,0,0,2,DIAMOND,412
1433,755,France,Male,62,1,127706.33,2,0,1,142377.69,0,0,2,DIAMOND,673
9472,775,Germany,Female,74,0,161371.5,1,1,1,134869.93,0,0,5,PLATINUM,322
5471,704,Germany,Female,39,10,102556.18,2,1,0,171971.25,1,1,3,SILVER,906
2433,759,Spain,Female,74,6,128917.84,1,1,1,48244.64,0,0,1,DIAMOND,793
3820,576,France,Male,39,9,84719.98,1,0,0,191063.36,0,0,5,GOLD,724
6793,623,Germany,Male,50,7,126608.37,1,0,1,645.61,1,1,2,GOLD,676
7337,676,France,Female,34,8,82909.14,1,1,0,91817.38,1,1,1,GOLD,502
9044,560,Spain,Male,47,1,0.0,1,0,0,128882.66,1,1,1,SILVER,762
4413,615,Germany,Male,39,5,113193.51,2,1,1,52166.25,0,0,4,PLATINUM,624
6264,690,Germany,Male,44,9,100368.63,2,0,0,35342.33,0,0,3,DIAMOND,652
7355,529,Spain,Female,35,5,0.0,2,1,0,56518.0,0,0,4,DIAMOND,284
2751,704,France,Male,42,8,129735.3,2,1,1,179565.57,0,0,1,PLATINUM,361
8906,613,Spain,Female,32,0,0.0,2,0,1,126675.62,0,0,5,DIAMOND,963
9905,645,Germany,Male,41,2,93925.3,1,1,0,123982.14,1,1,2,PLATINUM,751
2984,663,France,Male,35,9,0.0,2,1,1,195580.28,0,0,2,DIAMOND,569
5749,844,France,Female,29,8,0.0,2,0,0,147342.03,0,0,3,PLATINUM,807
2568,612,Germany,Female,47,6,130024.87,1,1,1,45750.21,1,1,4,PLATINUM,705
3681,676,France,Female,40,2,147803.48,1,1,0,95181.06,1,1,5,DIAMOND,275
5507,583,Spain,Female,40,3,54428.37,1,1,0,109638.78,1,1,4,PLATINUM,646
2028,458,France,Female,39,9,0.0,2,1,0,116343.09,0,0,4,PLATINUM,345
9549,578,Spain,Male,36,1,157267.95,2,1,0,141533.19,0,0,5,PLATINUM,940
8496,577,Spain,Male,43,3,0.0,2,1,1,135008.92,0,0,2,PLATINUM,524
3028,697,Germany,Female,48,2,108128.96,2,1,1,103944.37,0,0,3,SILVER,980
1187,765,France,Female,50,9,126547.8,1,1,1,79579.94,1,1,1,PLATINUM,357
3119,680,Germany,Female,51,5,143139.87,1,0,0,47795.43,1,1,1,DIAMOND,338
342,545,Spain,Female,47,5,0.0,2,1,1,38970.14,0,0,4,PLATINUM,373
6143,779,Germany,Female,24,10,122200.31,2,1,0,43705.56,0,0,1,SILVER,974
4703,692,Spain,Female,44,8,0.0,1,0,1,159069.37,0,0,4,PLATINUM,706
2470,689,Spain,Female,31,3,139799.63,1,0,1,120663.57,0,0,5,GOLD,964
1427,792,Germany,Female,59,9,101609.77,1,0,0,161479.19,1,1,5,DIAMOND,779
1007,564,France,Male,42,7,99824.45,1,1,1,36721.4,0,0,1,GOLD,563
7104,577,Spain,Male,41,4,89015.61,1,0,1,135227.23,0,0,4,DIAMOND,719
2754,682,France,Male,42,0,0.0,1,1,1,160828.98,0,0,5,SILVER,262
9617,591,Germany,Female,35,2,90194.34,2,1,0,57064.57,0,0,5,DIAMOND,986
9591,708,Spain,Male,40,8,83015.71,1,1,0,101089.76,0,0,3,DIAMOND,699
8875,702,Germany,Male,36,9,90560.48,2,1,0,174268.87,0,0,2,PLATINUM,941
3772,745,Spain,Male,34,7,132944.53,1,1,1,31802.92,0,0,1,PLATINUM,720
1650,625,France,Male,34,6,0.0,2,0,0,197283.2,0,0,5,PLATINUM,503
2599,550,Spain,Male,62,7,80927.56,1,0,1,64490.67,0,0,5,GOLD,679
3109,850,Germany,Female,47,10,134381.52,1,0,0,26812.89,1,1,4,DIAMOND,252
7398,453,Germany,Female,40,1,111524.49,1,1,1,120373.84,1,1,4,PLATINUM,867
2795,515,France,Female,25,7,79543.59,1,0,1,38772.82,0,0,2,DIAMOND,509
5073,644,Germany,Male,34,9,112746.54,2,0,0,141230.07,0,0,3,DIAMOND,615
4246,617,France,Female,30,8,0.0,1,1,1,92621.9,0,0,3,GOLD,829
9738,760,France,Male,37,7,0.0,1,0,0,32863.24,1,1,3,DIAMOND,546
1945,734,France,Male,22,5,130056.23,1,0,0,121894.31,1,1,4,SILVER,830
9262,734,Germany,Female,52,6,71283.09,2,0,1,38984.37,0,0,1,SILVER,618
7481,626,France,Male,34,7,113014.7,2,1,1,56646.28,0,0,5,SILVER,664
511,632,Germany,Female,38,6,86569.76,2,1,0,98090.91,0,0,5,SILVER,435
3616,798,France,Female,60,6,96956.1,1,1,0,31907.44,1,1,1,SILVER,703
3752,717,Spain,Female,36,2,164557.95,1,0,1,82336.73,0,0,2,GOLD,321
5646,526,Germany,Female,35,9,118536.4,1,1,0,40980.87,1,1,3,DIAMOND,416
2760,557,Germany,Male,68,2,100194.44,1,1,1,38596.34,0,0,1,GOLD,888
2649,616,France,Female,37,6,0.0,2,1,0,86242.18,0,0,2,PLATINUM,850
7574,749,France,Female,33,1,74385.98,1,1,0,20164.47,0,0,2,DIAMOND,675
9602,634,Germany,Female,59,3,95727.05,1,0,0,97939.4,1,1,3,SILVER,698
9736,659,Spain,Male,78,2,151675.65,1,0,1,49978.67,0,0,5,GOLD,364
8452,744,Spain,Female,46,1,0.0,3,1,1,177431.59,1,1,4,PLATINUM,846
1928,484,Germany,Male,54,3,134388.11,1,0,0,49954.79,1,1,3,GOLD,719
1766,636,France,Female,34,3,0.0,2,1,1,44756.25,0,0,5,SILVER,524
9683,606,France,Male,32,6,0.0,2,0,1,36540.63,0,0,3,PLATINUM,511
1735,642,France,Male,30,8,117494.27,1,0,0,61977.82,0,0,4,DIAMOND,486
9282,619,Spain,Male,34,1,0.0,1,1,0,139919.38,0,0,5,GOLD,524
4175,741,Spain,Male,43,0,0.0,2,1,1,2920.63,1,1,1,SILVER,242
650,629,France,Female,49,4,0.0,2,1,1,196335.48,0,0,5,PLATINUM,921
9567,724,France,Male,29,4,0.0,1,1,0,8982.75,0,0,5,GOLD,881
8890,599,Germany,Female,49,10,143888.22,2,1,1,166236.38,1,1,4,SILVER,383
1893,488,France,Male,34,3,0.0,2,1,1,125979.36,0,0,1,GOLD,974
6910,511,Spain,Female,40,1,0.0,1,1,1,184118.73,0,0,3,PLATINUM,534
862,725,France,Male,41,7,113980.21,1,1,1,116704.25,0,0,4,DIAMOND,240
7853,730,France,Female,47,7,0.0,1,1,0,33373.26,1,1,2,PLATINUM,504
6,822,France,Male,50,7,0.0,2,1,1,10062.8,0,0,2,SILVER,206
2711,608,France,Female,28,9,0.0,2,1,1,125062.02,0,0,4,GOLD,397
9293,771,Germany,Female,38,5,137657.71,2,1,0,72985.61,0,0,3,GOLD,378
9230,582,Germany,Male,35,8,121309.17,2,1,1,28750.67,0,0,2,GOLD,810
4475,640,France,Male,40,8,110340.68,1,1,1,157886.6,0,0,4,DIAMOND,778
974,730,France,Male,34,5,122453.37,2,1,0,138882.98,0,0,4,DIAMOND,822
1821,630,Spain,Male,35,1,0.0,2,0,0,186826.22,0,0,1,PLATINUM,548
6157,549,France,Male,29,3,0.0,2,1,0,146090.38,0,0,4,DIAMOND,901
7108,806,Spain,Female,37,2,137794.18,2,0,1,75232.02,0,0,2,SILVER,691
6406,684,France,Male,33,4,140700.61,1,1,0,103557.93,0,0,5,PLATINUM,987
2742,649,France,Female,41,2,125785.23,1,1,1,70523.92,0,0,4,PLATINUM,880
4252,452,Germany,Male,33,7,153663.27,1,1,0,111868.23,0,0,4,SILVER,294
519,707,France,Male,58,6,89685.92,1,0,1,126471.13,0,0,2,GOLD,230
1679,712,France,Female,42,1,87842.98,1,0,0,92223.59,0,0,4,PLATINUM,927
3080,468,Spain,Male,28,3,0.0,2,1,0,170661.02,0,0,2,GOLD,306
748,727,Spain,Male,38,2,62276.99,1,1,1,59280.79,0,0,4,DIAMOND,757
7878,731,France,Female,38,10,123711.73,2,1,0,171340.68,1,1,1,DIAMOND,361
1170,699,Spain,Male,26,6,79932.41,1,0,0,150242.44,0,0,4,SILVER,874
6038,624,Germany,Female,27,7,104848.68,1,1,1,167387.36,0,0,5,SILVER,734
5361,589,France,Male,46,9,0.0,2,1,0,170676.67,0,0,1,GOLD,449
3764,837,France,Male,49,8,103302.37,1,1,1,50974.57,0,0,3,PLATINUM,999
4606,797,France,Female,55,10,0.0,4,1,1,49418.87,1,1,1,GOLD,248
268,549,Spain,Female,39,7,0.0,1,0,0,81259.25,1,1,2,GOLD,716
9042,731,France,Male,29,5,179539.2,1,0,0,112010.02,0,0,5,DIAMOND,826
521,850,France,Male,56,7,131317.48,1,1,1,119175.45,0,0,3,SILVER,657
3674,658,France,Female,32,9,0.0,2,1,0,156774.75,0,0,4,DIAMOND,384
3882,488,France,Female,22,6,0.0,2,1,1,66393.89,0,0,4,SILVER,826
5708,655,France,Female,60,3,0.0,2,1,1,86981.45,0,0,1,PLATINUM,947
3262,511,Germany,Male,48,6,149726.08,1,0,0,88307.87,1,1,2,GOLD,527
3536,534,France,Male,29,7,174851.9,1,1,1,79178.31,0,0,1,DIAMOND,342
9694,581,France,Male,25,5,77886.53,2,1,0,150319.49,0,0,4,PLATINUM,243
8970,758,Spain,Male,61,2,0.0,2,1,1,43982.41,0,0,5,GOLD,299
3167,637,France,Female,48,7,130806.99,2,1,1,132005.85,1,1,1,PLATINUM,358
8194,632,France,Male,42,4,126115.6,1,1,0,100998.5,0,0,2,GOLD,572
8707,443,France,Female,35,9,108308.0,1,1,0,129031.19,1,1,4,PLATINUM,476
5977,704,France,Female,40,6,95452.89,1,0,1,179964.55,0,0,1,PLATINUM,701
3878,526,Germany,Female,32,6,131938.92,2,1,1,1795.93,0,0,4,SILVER,414
1936,728,Germany,Female,33,9,150412.14,2,1,0,170764.08,0,0,2,DIAMOND,499
401,593,Germany,Female,38,4,129499.42,1,1,1,154071.27,0,0,5,SILVER,337
4891,765,Germany,Male,34,5,86055.17,2,1,1,104220.5,0,0,3,SILVER,921
9727,530,France,Female,45,1,0.0,1,0,1,190663.89,1,1,2,PLATINUM,695
5613,604,France,Female,32,7,127849.38,1,1,0,15798.7,0,0,3,PLATINUM,747
9911,682,France,Male,44,3,115282.3,1,0,0,23766.4,0,0,1,PLATINUM,588
4541,617,Spain,Female,36,7,115617.24,1,1,1,71519.4,0,0,4,DIAMOND,801
7886,666,France,Female,36,8,0.0,1,0,1,158666.99,0,0,3,GOLD,507
2908,494,France,Male,69,9,93320.8,1,1,1,24489.44,0,0,2,SILVER,366
5052,662,France,Male,38,0,105271.56,1,0,1,179833.45,0,0,1,GOLD,539
3848,560,Germany,Male,41,4,152532.3,1,0,0,10779.69,0,0,3,DIAMOND,459
